gene_id,D20,D21,D22,L7,L8,L9,R13B,R15B,R33,S4,S5,S7
Pastreoides61937,0,0,0,0,0,24,0,0,0,8,6,6
Pastreoides61934,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides61935,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides61932,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides61933,0,0,0,0,0,0,0,0,4,0,0,6
Pastreoides61930,0,6,2,0,1,0,0,3,0,9,2,7
Pastreoides61931,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides61938,0,1,0,0,1,0,0,0,0,0,0,1
Pastreoides61939,0,8,4,2,1,1,5,2,0,0,2,2
Pastreoides53344,0,16,19,494,347,535,205,104,10,358,231,453
Pastreoides53345,0,19,23,530,364,441,154,110,9,468,218,425
Pastreoides28094,0,0,57,336,566,393,99,96,26,273,131,255
Pastreoides53347,0,140,71,123,117,312,158,29,7,221,158,159
Pastreoides28092,0,23,15,72,68,30,14,0,4,44,21,74
Pastreoides53341,0,0,0,6,4,0,0,0,0,0,0,0
Pastreoides28090,0,0,0,33,20,26,6,0,0,13,0,20
Pastreoides53343,0,0,18,751,714,966,144,66,18,649,347,434
Pastreoides53348,0,0,10,64,55,77,100,20,20,197,154,223
Pastreoides53349,0,39,34,479,340,487,225,43,16,411,246,468
Pastreoides28098,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides28099,0,280,248,2622,3036,2009,291,76,29,2264,1479,2419
Pastreoides46822,0,227,463,1239,1371,2158,283,63,33,2627,1555,2220
Pastreoides29949,0,0,0,0,0,0,0,0,0,3,0,0
Pastreoides64378,0,3,8,7,0,0,0,0,0,5,0,13
Pastreoides29943,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides29942,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides64371,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides64370,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides64377,0,0,0,0,0,4,44,0,0,8,0,16
Pastreoides64376,0,34,27,0,0,6,108,0,0,0,3,8
Pastreoides16743,0,1,0,13,8,10,6,0,0,10,9,17
Pastreoides64374,0,16,0,0,0,0,34,0,0,0,0,0
Pastreoides35218,0,18,62,995,832,808,134,110,9,492,201,646
Pastreoides35219,0,2,10,28,49,74,25,15,2,72,38,48
Pastreoides14679,0,233,271,825,936,758,361,118,71,905,549,1126
Pastreoides14678,0,0,0,0,0,0,0,0,0,0,0,3
Pastreoides14675,0,0,0,0,4,0,0,0,0,0,0,9
Pastreoides35213,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides35210,0,0,0,0,0,0,1,0,0,0,3,0
Pastreoides14676,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides14671,0,5,2,693,994,860,14,4,0,259,87,212
Pastreoides35217,0,22,18,231,211,338,121,31,0,293,167,383
Pastreoides14673,0,0,0,0,3,0,0,0,0,0,0,0
Pastreoides35215,0,141,247,2001,2319,1807,570,250,50,1138,697,1882
Pastreoides33687,0,0,0,5,9,0,13,4,0,0,0,0
Pastreoides33686,33,2014,850,29,49,12,2302,518,825,40,38,52
Pastreoides33685,25,1147,1340,137,425,321,672,127,57,1188,771,1203
Pastreoides33684,0,108,155,10,0,0,0,0,0,0,0,0
Pastreoides33683,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides33682,0,0,0,0,0,0,2,0,0,0,0,0
Pastreoides33681,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides36353,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides16742,0,1,3,20,7,26,5,0,0,8,11,12
Pastreoides33689,0,1,0,0,0,53,23,0,3,53,56,49
Pastreoides33688,0,0,28,9,13,20,15,0,5,3,14,10
Pastreoides30818,0,0,128,0,102,87,100,0,7,177,109,156
Pastreoides63515,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides12603,0,23,38,125,70,59,44,42,4,72,35,55
Pastreoides38784,0,408,626,2794,3053,4144,979,342,81,3344,2100,4465
Pastreoides07668,0,0,0,3,0,0,12,0,0,0,0,0
Pastreoides07669,0,0,0,124,123,88,0,0,0,28,13,27
Pastreoides07666,28,612,921,5142,5450,5775,1035,708,202,5136,2574,3491
Pastreoides07667,0,124,210,352,480,492,183,81,0,472,278,532
Pastreoides07664,8,24,40,339,227,254,61,16,8,225,103,187
Pastreoides07665,19,864,1743,2956,2840,4983,792,288,84,5259,3237,5166
Pastreoides07662,0,0,9,109,67,60,17,4,0,60,45,66
Pastreoides07663,0,0,10,119,71,52,25,0,0,68,39,70
Pastreoides07660,0,55,23,334,411,319,114,70,8,373,314,432
Pastreoides07661,0,0,9,92,76,64,17,6,0,61,31,59
Pastreoides19805,0,0,27,468,378,318,43,17,0,311,249,263
Pastreoides12852,0,0,13,0,0,0,22,0,0,0,0,0
Pastreoides12851,0,0,6,45,134,72,13,0,0,6,0,0
Pastreoides19806,0,4,0,2,1,6,6,1,1,6,3,6
Pastreoides57047,0,0,0,13736,3193,7913,0,0,0,6741,2792,5615
Pastreoides57046,0,0,0,5216,1460,2774,0,0,0,231,132,237
Pastreoides19803,0,0,0,51,66,0,10,0,0,22,0,0
Pastreoides19802,0,25,41,294,272,182,82,16,0,301,169,390
Pastreoides57049,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides12858,0,82,117,445,382,344,99,33,3,335,228,447
Pastreoides19809,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides19808,27,612,1025,4533,4165,4618,1182,198,37,5854,3142,8107
Pastreoides33362,0,0,0,550,264,525,49,0,0,562,416,528
Pastreoides23333,9,136,63,720,795,914,145,47,17,703,378,660
Pastreoides16747,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides06654,0,32,69,583,209,208,121,26,19,158,165,262
Pastreoides06655,0,14,0,83,39,0,20,2,0,30,15,43
Pastreoides53197,0,0,0,0,0,0,5,0,0,0,0,0
Pastreoides06657,0,0,0,0,0,0,0,0,0,7,0,0
Pastreoides50785,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides53191,0,113,103,704,826,712,185,53,7,611,413,495
Pastreoides46824,0,706,723,5126,4453,5118,1175,338,118,4116,2481,5194
Pastreoides06651,0,0,0,91,106,88,29,40,0,115,53,86
Pastreoides09714,0,1,6,0,3,0,0,1,0,5,0,0
Pastreoides09715,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides09716,0,25,30,0,15,24,30,0,0,0,0,0
Pastreoides09717,0,0,0,0,1,0,0,0,0,0,0,0
Pastreoides09710,0,49,200,368,403,167,0,13,0,98,19,132
Pastreoides09711,0,35,10,121,185,91,0,23,0,66,18,51
Pastreoides09712,0,0,2,7,17,5,0,2,0,2,0,5
Pastreoides09713,0,0,0,208,354,0,0,17,0,80,0,0
Pastreoides25041,0,0,0,103,71,7,13,8,0,26,14,21
Pastreoides06653,0,14,37,374,597,374,64,38,0,378,217,329
Pastreoides09718,0,3,0,6,0,0,0,0,0,0,0,0
Pastreoides09719,0,0,0,112,37,82,4,23,0,40,25,78
Pastreoides01541,0,0,2,0,2,0,13,0,0,10,3,5
Pastreoides01540,12,29,25,102,113,92,138,12,7,112,50,146
Pastreoides16745,0,30,151,0,3,0,255,34,7,5,0,0
Pastreoides34168,0,0,12,650,234,286,102,0,0,385,284,486
Pastreoides01545,0,3,2,32,33,8,6,0,1,10,9,8
Pastreoides01544,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides01547,0,30,39,752,547,1008,93,41,13,990,538,998
Pastreoides01546,0,10,30,310,304,237,67,45,7,217,145,205
Pastreoides17326,16,358,513,67,61,332,1536,319,102,219,124,396
Pastreoides01548,0,65,141,663,573,606,198,106,18,684,422,812
Pastreoides34161,0,397,423,4006,4807,5520,372,202,20,6216,3636,6540
Pastreoides34160,0,915,1177,10748,11259,15635,909,475,69,15938,9203,16708
Pastreoides34167,0,0,0,0,0,22,0,0,0,13,4,0
Pastreoides17323,0,9,15,3,6,8,6,14,4,10,11,4
Pastreoides17320,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides34164,0,0,9,0,0,0,12,0,0,0,0,0
Pastreoides36129,0,23,4,15,0,64,0,3,0,44,51,87
Pastreoides06658,0,0,0,0,0,0,0,0,0,0,0,2
Pastreoides06659,0,0,0,7,7,0,0,0,0,4,8,20
Pastreoides16744,0,0,0,13,2,16,0,0,0,4,0,0
Pastreoides54915,0,5,3,5,6,27,6,7,2,32,22,38
Pastreoides43037,0,0,0,2,0,0,0,0,0,0,0,0
Pastreoides43036,2,59,194,114,170,1798,20,39,2,847,640,304
Pastreoides43035,0,0,0,16,15,9,5,0,0,28,3,5
Pastreoides43034,0,0,0,0,0,0,0,1,0,8,5,19
Pastreoides43033,0,2,0,4,0,0,0,0,0,0,0,0
Pastreoides43032,0,0,2,18,7,15,3,0,0,14,16,7
Pastreoides43031,0,0,0,0,0,0,0,0,0,0,0,1
Pastreoides43030,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides23330,0,0,0,48,30,158,2,0,0,98,15,22
Pastreoides43039,0,0,3,0,0,2,3,0,0,0,0,0
Pastreoides43038,0,0,0,3,3,0,0,0,0,0,0,0
Pastreoides19840,0,0,21,42,97,181,24,0,0,177,134,166
Pastreoides10167,0,0,1,2,0,0,2,0,3,0,0,0
Pastreoides11386,0,10,9,0,0,6,38,0,0,0,7,9
Pastreoides11387,13,15,0,17,47,767,83,344,0,698,380,456
Pastreoides11384,0,0,7,0,0,0,6,2,1,4,0,0
Pastreoides10166,0,2,3,0,0,0,3,0,0,0,0,0
Pastreoides11385,0,74,74,0,0,14,0,6,0,10,13,0
Pastreoides08843,8,58,324,2203,2418,2071,555,337,62,2245,1310,3112
Pastreoides08842,0,74,147,715,710,594,165,43,17,520,258,531
Pastreoides11380,0,0,41,146,249,96,5,0,0,99,42,54
Pastreoides08840,106,1841,3117,8432,8145,6173,1831,1676,583,8828,5253,9347
Pastreoides16940,0,0,0,29,85,77,15,0,0,55,46,89
Pastreoides62353,0,4,3,3,1,2,7,3,1,2,2,3
Pastreoides62352,0,0,0,0,0,0,5,0,0,0,0,0
Pastreoides62351,0,0,1,0,1,0,0,0,0,0,0,1
Pastreoides62350,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62357,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62356,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62355,0,4,2,4,8,5,7,3,1,4,2,3
Pastreoides62354,0,0,0,5,0,3,0,0,0,0,0,0
Pastreoides62359,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62358,0,6,8,8,9,6,7,0,3,9,7,11
Pastreoides27738,0,11,2,7,9,6,12,1,4,7,4,12
Pastreoides57858,0,88,150,635,693,653,441,54,7,405,232,462
Pastreoides57859,0,61,123,525,421,504,290,75,16,669,263,883
Pastreoides15111,0,48,70,401,522,372,101,18,3,600,333,495
Pastreoides15110,23,99,55,447,389,1012,181,100,11,1076,601,949
Pastreoides08849,0,0,1,5,7,4,5,3,0,7,0,0
Pastreoides15117,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides14157,116,7142,20485,6382,5002,5057,17392,3462,2296,15894,9092,12767
Pastreoides27739,0,33,78,0,0,0,0,0,0,0,0,0
Pastreoides15116,0,0,0,0,0,2,3,0,0,0,0,6
Pastreoides28337,0,0,2,6,0,0,8,0,0,0,0,0
Pastreoides18343,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides10163,0,0,2,35,32,51,2,0,0,53,29,55
Pastreoides18342,35,1045,1186,8123,7556,10763,1421,841,190,9317,5441,10098
Pastreoides33302,0,189,202,3265,4074,3721,509,104,28,3330,1751,3303
Pastreoides33303,53,272,430,1439,1392,1825,543,174,46,1590,913,1884
Pastreoides33300,0,122,134,893,966,2564,288,125,22,1819,1059,1619
Pastreoides33301,0,6,6,58,72,26,14,4,1,51,24,43
Pastreoides33306,0,3,8,0,0,12,80,11,3,25,9,30
Pastreoides33307,0,342,368,2096,3969,10053,433,374,79,8344,4680,5545
Pastreoides33304,3,305,343,1158,1111,1366,434,118,33,1369,838,2083
Pastreoides33305,0,41,48,944,1123,603,179,59,15,613,487,772
Pastreoides33308,0,207,454,1473,1443,1162,627,374,112,1310,782,900
Pastreoides33309,6,211,298,1641,2061,3394,506,107,45,3718,2375,4056
Pastreoides57852,18,496,564,2278,1880,3416,679,266,44,9642,5995,11161
Pastreoides58148,0,18,19,0,0,12,12,4,6,30,12,42
Pastreoides18349,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides18348,0,12,12,67,87,81,23,0,4,134,51,131
Pastreoides30648,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30649,0,0,2,0,2,0,4,0,0,0,3,0
Pastreoides30642,3,19,38,23,16,22,124,14,3,16,11,29
Pastreoides30643,0,16,57,22,11,26,50,29,18,9,15,27
Pastreoides30640,16,489,876,3878,4024,3766,864,225,56,3381,1845,3792
Pastreoides30641,0,67,63,850,956,795,170,49,17,735,461,733
Pastreoides30646,0,0,2,3,3,0,0,0,2,0,0,0
Pastreoides30647,0,0,0,0,2,0,4,0,0,0,0,0
Pastreoides30644,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides30645,0,18,8,11,16,9,23,2,0,9,7,14
Pastreoides29435,0,5,3,11,10,5,7,2,0,9,6,7
Pastreoides52637,0,3,2,21,20,6,5,0,2,4,0,3
Pastreoides50942,0,3,15,0,0,0,47,10,2,0,0,0
Pastreoides02157,0,0,8,70,91,4,35,20,10,12,2,27
Pastreoides02156,0,0,4,0,0,15,0,0,0,7,9,4
Pastreoides50084,0,31,0,99,88,96,50,18,0,89,45,126
Pastreoides02154,0,5,5,23,30,18,10,6,1,14,5,12
Pastreoides50082,0,23,42,289,258,684,86,37,12,680,398,1255
Pastreoides02152,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides50080,0,8,36,159,142,315,46,9,0,235,189,437
Pastreoides41308,0,0,9,0,5,0,21,0,0,20,9,0
Pastreoides41307,0,17,6,0,0,2,0,0,0,5,4,3
Pastreoides17635,0,0,0,0,0,5,0,0,0,16,1,13
Pastreoides41305,0,0,4,0,0,0,27,0,0,0,0,0
Pastreoides41304,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides41303,0,5,11,25,23,0,6,0,0,6,6,11
Pastreoides55249,0,0,0,16,10,32,0,0,0,52,22,23
Pastreoides02159,0,147,294,704,418,868,325,45,24,574,306,678
Pastreoides50089,0,44,92,66,55,126,142,41,0,130,83,90
Pastreoides13725,0,0,0,5,5,3,0,0,0,6,11,3
Pastreoides24107,24,135,418,838,642,737,435,147,19,595,351,731
Pastreoides52826,0,6,9,193,432,214,33,7,0,228,177,225
Pastreoides38416,2,10,15,118,228,157,58,32,3,161,85,193
Pastreoides38415,0,0,0,13,34,11,8,6,0,13,9,5
Pastreoides38414,64,1042,2776,8428,7409,9580,4418,1211,333,9331,5082,11909
Pastreoides38413,0,163,130,908,865,1637,75,107,0,1628,790,1538
Pastreoides52823,0,33,54,2,0,0,119,18,8,0,0,0
Pastreoides38411,0,28,27,115,135,239,60,18,0,240,184,415
Pastreoides52821,0,0,0,11,0,7,54,0,1,2,8,14
Pastreoides24628,0,0,1,0,0,0,0,0,0,0,0,0
Pastreoides55788,0,115,95,145,61,134,30,29,0,133,107,249
Pastreoides42072,0,79,40,167,195,169,0,0,0,138,99,149
Pastreoides52828,0,4,7,15,37,27,0,0,0,29,14,29
Pastreoides52829,9,79,35,370,686,1478,44,88,21,1372,775,805
Pastreoides48017,0,32,45,655,865,1559,79,15,0,1146,657,1183
Pastreoides42074,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides13699,0,10,4,10,13,9,6,2,3,9,7,9
Pastreoides48011,2,5,7,94,107,105,71,24,3,139,93,125
Pastreoides34949,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20426,0,20,74,540,965,461,155,92,19,493,337,467
Pastreoides20425,0,0,0,146,0,0,0,0,0,0,0,0
Pastreoides44879,0,30,8,0,2,169,25,20,0,0,0,2
Pastreoides50558,0,0,0,0,0,0,12,3,0,0,0,0
Pastreoides50559,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20421,2,40,28,125,150,90,45,22,4,87,51,83
Pastreoides20420,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides44872,0,26,39,226,183,282,55,13,0,274,129,286
Pastreoides44873,0,0,0,0,0,0,2,0,0,0,0,0
Pastreoides50556,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides50557,0,71,29,0,0,0,0,21,15,24,7,9
Pastreoides50550,0,11,7,0,0,0,63,0,0,0,0,0
Pastreoides44877,0,0,0,0,0,0,6,3,0,0,0,0
Pastreoides20429,0,11,11,235,232,179,27,8,0,154,125,181
Pastreoides20428,0,0,0,24,25,30,0,0,0,19,6,0
Pastreoides58709,0,29,46,224,233,190,73,18,0,296,139,262
Pastreoides24736,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides24735,0,40,83,27,56,11,106,17,5,29,16,13
Pastreoides24734,0,8,0,0,2,0,12,6,0,0,0,0
Pastreoides24733,0,0,45,143,147,78,76,25,0,85,95,124
Pastreoides13728,0,0,0,0,0,0,0,0,0,0,2,0
Pastreoides24731,0,0,0,0,24,28,0,6,3,0,0,0
Pastreoides24730,0,89,113,7467,3563,3280,430,55,27,5130,2977,5197
Pastreoides58701,0,8,13,19,5,32,18,7,6,29,14,35
Pastreoides58700,0,0,4,6,11,3,10,4,0,6,6,9
Pastreoides58703,0,67,142,508,593,469,336,31,21,647,362,870
Pastreoides55244,0,44,15,211,0,0,26,6,0,0,138,0
Pastreoides58705,0,2,5,21,31,42,9,0,0,50,25,49
Pastreoides58704,0,0,0,1,2,1,0,0,0,1,0,1
Pastreoides24739,0,0,23,12,3,27,88,7,14,1,2,14
Pastreoides24738,0,0,0,0,0,0,2,0,0,0,0,0
Pastreoides16879,0,4,2,9,12,3,8,2,0,7,5,7
Pastreoides56699,4,192,291,985,1585,1449,261,194,99,1158,633,827
Pastreoides50946,0,29,15,121,208,140,64,28,0,113,65,104
Pastreoides43063,0,131,111,27,29,0,15,52,9,26,3,0
Pastreoides35272,2,5,23,0,12,3,54,16,28,6,0,13
Pastreoides16878,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31274,0,69,138,488,547,815,123,27,32,750,509,1074
Pastreoides31275,0,19,60,117,119,285,54,10,0,201,155,246
Pastreoides46652,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides31277,35,610,917,3367,3786,5675,1047,283,128,5182,3315,9528
Pastreoides46654,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20398,0,0,0,6,5,1,23,1,0,17,8,3
Pastreoides31272,0,0,23,25,74,59,10,7,1,55,15,66
Pastreoides31273,2,3,8,12,0,10,5,0,2,21,4,20
Pastreoides20395,0,0,0,0,0,0,14,0,0,0,0,0
Pastreoides46659,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20397,0,5,6,0,13,0,45,6,0,15,11,5
Pastreoides20396,0,0,0,0,18,0,39,8,0,12,0,29
Pastreoides31278,3,81,158,296,421,569,103,70,67,509,298,838
Pastreoides20390,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides20393,0,1,0,5,2,4,1,0,0,4,3,7
Pastreoides33835,0,0,0,8,8,13,0,0,0,8,6,5
Pastreoides31626,0,12,6,47,51,37,17,10,4,39,28,47
Pastreoides25317,0,88,199,982,804,705,348,48,22,670,374,712
Pastreoides06719,0,11,27,7,16,0,69,18,5,0,0,0
Pastreoides52623,0,0,12,2,0,0,0,0,0,0,0,1
Pastreoides53994,0,0,60,104,97,157,63,32,0,85,82,140
Pastreoides19206,3,0,15,19636,27817,33662,0,0,0,11418,5620,7172
Pastreoides25068,21,263,873,1782,1520,955,1648,274,61,452,302,738
Pastreoides25069,0,402,352,877,2377,1243,238,52,94,1556,678,871
Pastreoides64273,0,0,0,0,0,0,1,0,0,0,0,0
Pastreoides25060,0,81,74,132,89,173,187,38,15,110,77,289
Pastreoides25061,0,44,66,59,30,64,72,30,0,127,32,135
Pastreoides25062,0,166,160,1736,2093,2508,154,78,9,2512,1628,2642
Pastreoides25063,9,805,1152,4813,6606,7604,1936,668,224,7310,4038,5953
Pastreoides25064,0,0,0,0,0,0,0,0,0,0,0,11
Pastreoides25065,0,0,25,338,351,254,39,30,12,225,224,339
Pastreoides25066,0,89,148,1348,1658,1793,266,96,18,1970,1136,1536
Pastreoides25067,8,458,841,3296,4003,3391,1111,266,49,3418,2076,3985
Pastreoides56104,0,0,0,0,0,0,3895,526,532,0,0,0
Pastreoides64276,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides64277,0,5,5,0,0,1,1,1,0,4,6,10
Pastreoides64275,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides00191,3,110,414,322,341,515,554,74,23,649,375,912
Pastreoides58527,6,77,151,33,48,57,372,68,45,75,37,91
Pastreoides64278,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides11657,0,42,8,79,96,86,19,0,4,60,29,20
Pastreoides53991,0,101,107,1994,2903,3223,159,19,49,3703,2156,2048
Pastreoides50949,0,24,45,0,116,0,0,9,9,121,0,220
Pastreoides11651,0,114,156,1203,1226,2078,915,244,52,2330,1348,3724
Pastreoides31890,21,312,270,811,879,906,943,87,44,851,390,959
Pastreoides31891,0,111,132,852,920,904,273,104,0,510,395,630
Pastreoides31892,0,442,673,5859,3477,4102,605,345,89,3607,1992,3914
Pastreoides31893,3,19,16,23,20,6,50,10,3,5,3,8
Pastreoides31894,0,123,110,742,1357,999,303,70,38,742,457,578
Pastreoides31895,0,2,0,3,2,0,3,0,0,2,0,3
Pastreoides31896,2,6,5,141,133,217,9,4,1,163,69,200
Pastreoides42028,5,181,307,1171,1015,2358,258,114,0,1900,1254,1333
Pastreoides31898,0,0,1,77,131,149,4,2,1,74,42,117
Pastreoides31899,0,9,0,161,208,358,6,5,3,225,117,324
Pastreoides42025,0,2,2,575,1207,4220,8,4,2,2038,1424,1010
Pastreoides42024,0,126,167,1639,1519,1242,145,34,21,739,411,712
Pastreoides42023,0,0,54,0,0,0,82,7,0,0,0,0
Pastreoides42022,0,69,0,0,0,0,174,9,7,0,0,0
Pastreoides42021,0,2,8,0,0,0,0,0,0,0,0,0
Pastreoides42020,0,0,0,0,0,0,36,0,0,4,0,0
Pastreoides53990,0,0,0,0,0,0,12,0,0,0,0,0
Pastreoides04249,0,0,0,0,0,0,15,0,0,0,0,0
Pastreoides04248,0,90,201,219,215,357,326,40,0,303,165,454
Pastreoides16420,0,0,0,52,39,242,0,0,0,67,32,52
Pastreoides04241,0,0,0,3,5,3,5,2,0,3,3,4
Pastreoides04240,0,101,129,821,1099,805,444,149,19,844,481,787
Pastreoides04243,7,481,563,3599,6362,12470,556,156,35,8775,5523,10008
Pastreoides04242,0,1,0,5,8,5,1,0,1,6,2,5
Pastreoides04245,0,167,321,4334,6691,5491,272,103,20,4988,2761,4610
Pastreoides04244,27,481,415,8672,11102,14202,706,190,94,19405,11926,22156
Pastreoides04247,0,87,22,1141,1145,943,129,27,0,1040,567,990
Pastreoides04246,0,162,228,274,256,717,110,66,0,596,466,332
Pastreoides16508,40,118,241,645,756,1317,309,76,13,937,585,1300
Pastreoides39178,0,0,43,0,0,0,0,0,0,0,0,0
Pastreoides19401,0,0,0,290,213,0,0,0,0,390,0,0
Pastreoides19400,0,0,0,308,194,358,0,0,0,364,266,329
Pastreoides19403,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides47011,0,2,1,9,8,20,3,0,0,22,10,19
Pastreoides47010,0,22,16,121,114,840,3,0,19,445,508,179
Pastreoides47013,0,6,12,44,65,63,15,5,3,124,69,125
Pastreoides47012,0,1,3,26,26,94,4,2,1,65,42,94
Pastreoides47015,0,41,48,649,656,600,145,48,18,593,401,336
Pastreoides47014,0,3,9,46,62,59,8,8,4,106,67,94
Pastreoides47017,0,16,14,99,62,532,2,0,11,301,331,127
Pastreoides47016,0,43,23,72,105,68,2,0,18,181,88,185
Pastreoides47019,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides47018,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides62462,0,0,0,0,0,0,5,0,0,0,0,0
Pastreoides30334,0,85,40,848,1011,991,103,105,19,841,405,524
Pastreoides54591,0,20,23,128,138,126,40,12,5,102,46,145
Pastreoides59540,0,0,0,72,111,102,21,4,0,80,59,62
Pastreoides59541,0,5,1,301,361,475,78,22,0,236,131,350
Pastreoides59542,0,0,32,117,87,60,49,7,0,68,61,84
Pastreoides27601,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides59544,0,0,13,347,583,208,58,14,2,302,222,353
Pastreoides19407,0,0,5,0,135,222,11,0,0,189,145,204
Pastreoides59546,0,25,14,641,1228,1851,36,23,9,1154,720,1033
Pastreoides59547,3,191,285,1199,1841,1914,360,208,66,1879,1194,1244
Pastreoides59548,0,0,0,167,216,61,4,0,6,119,63,208
Pastreoides27606,8,23,90,0,0,0,140,12,6,0,0,7
Pastreoides19406,0,4,0,368,219,368,58,0,0,447,278,507
Pastreoides33363,0,2,0,67,0,55,0,0,0,0,34,63
Pastreoides30330,0,0,0,0,0,227,0,0,0,91,19,0
Pastreoides62469,0,274,622,2877,4030,7687,536,172,66,5854,3578,7043
Pastreoides31424,0,0,0,0,0,0,0,0,0,8,0,10
Pastreoides27605,0,0,19,0,0,0,16,3,0,0,0,0
Pastreoides50824,0,0,0,393,170,251,2,0,0,276,213,433
Pastreoides49314,0,3,4,9,3,2,2,1,0,5,2,1
Pastreoides49315,0,100,123,0,0,0,452,19,13,0,0,7
Pastreoides49316,0,78,143,0,9,0,355,37,10,0,0,0
Pastreoides49317,0,9,4,12,14,25,23,5,1,31,19,29
Pastreoides49310,0,27,122,7,0,0,517,30,0,0,0,0
Pastreoides43775,0,0,0,0,0,0,2,0,0,2,1,3
Pastreoides43776,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides49313,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides43778,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides43779,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides49318,118,784,742,1455,3739,5814,3548,761,203,4121,1994,3234
Pastreoides49319,0,4,8,220,248,119,39,8,5,140,90,133
Pastreoides27905,0,0,39,0,0,0,58,4,0,0,0,0
Pastreoides27904,0,0,0,0,0,0,0,0,0,0,0,0
Pastreoides24892,0,0,19,743,476,802,23,0,0,510,393,630
Pastreoides24893,0,0,15,1052,469,478,39,0,0,680,505,1147
Pastreoides24890,0,28,41,517,469,577,26,0,3,362,266,511
Pastreoides24891,0,0,17,758,530,1023,33,8,10,548,384,604
Pastreoides24896,0,7,0,185,120,69,27,0,0,116,99,91
Pastreoides24897,0,228,286,1445,1587,1720,468,175,27,1210,1039,958
Pastreoides24894,0,20,19,453,563,565,42,11,0,489,293,462
Pastreoides26008,30,275,521,2340,2215,2345,688,179,49,2132,1306,2772
Pastreoides26007,0,107,96,571,630,676,206,46,25,657,383,0
Pastreoides26006,0,0,0,6,0,0,3,0,0,0,0,0
Pastreoides24898,0,47,61,484,444,167,92,96,0,242,160,280
Pastreoides26004,0,0,12,67,77,110,56,20,0,218,151,178
Pastreoides26003,0,0,0,107,115,0,0,0,0,0,0,0
Pastreoides26002,0,28,36,114,85,57,58,26,0,67,0,94
Pastreoides26001,0,28,41,15,4,0,92,28,13,0,0,3
Pastreoides26000,0,7,0,0,0,0,0,4,0,0,0,0
Pastreoides35371,0,0,59,1875,581,841,98,4,0,697,553,770
Pastreoides35370,0,0,5,187,59,62,19,4,2,51,77,153
Pastreoides31519,0,0,0,0,2,4,0,0,0,1,0,0
